Split,Arm,Method,BudgetK,MetricName,Numerator,Denominator,ExactFractionOrFormula,DecimalValue,ReportedPercentageOrScore
dev,B3,R2,3,Adjudication Precision,15.3333,17,15.3333/17,0.9019607843137255,90.2%
dev,B3,R2,3,Mean Candidate Tokens,16084,17,16084/17,946.1176470588235,946.1
dev,B3,R2,3,Mean Prompt Tokens,21280,17,21280/17,1251.764705882353,1251.8
dev,B3,R2,5,Recall@K,17,17,17/17,1.0,100.0%
dev,B3,R2,5,HN Presence Rate,15,17,15/17,0.8823529411764706,88.2%
dev,B3,R2,5,Mean First Target Rank,17,17,17/17,1.0,1.00
dev,B3,R2,5,Final Accepted Target Recall,17.0,17,17.0000/17,1.0,100.0%
dev,B3,R2,5,Adjudication Precision,14.8333,17,14.8333/17,0.8725490196078431,87.3%
dev,B3,R2,5,Mean Candidate Tokens,26770,17,26770/17,1574.7058823529412,1574.7
dev,B3,R2,5,Mean Prompt Tokens,30408,17,30408/17,1788.7058823529412,1788.7
dev,B3,R2,8,Recall@K,17,17,17/17,1.0,100.0%
dev,B3,R2,8,HN Presence Rate,16,17,16/17,0.9411764705882353,94.1%
dev,B3,R2,8,Mean First Target Rank,17,17,17/17,1.0,1.00
dev,B3,R2,8,Final Accepted Target Recall,17.0,17,17.0000/17,1.0,100.0%
dev,B3,R2,8,Adjudication Precision,14.8333,17,14.8333/17,0.8725490196078431,87.3%
dev,B3,R2,8,Mean Candidate Tokens,40151,17,40151/17,2361.823529411765,2361.8
dev,B3,R2,8,Mean Prompt Tokens,42564,17,42564/17,2503.764705882353,2503.8
dev,B3,R3,3,Recall@K,16,17,16/17,0.9411764705882353,94.1%
dev,B3,R3,3,HN Presence Rate,10,17,10/17,0.5882352941176471,58.8%
dev,B3,R3,3,Mean First Target Rank,18,16,18/16,1.125,1.12
dev,B3,R3,3,Final Accepted Target Recall,16.0,17,16.0000/17,0.9411764705882353,94.1%
dev,B3,R3,3,Adjudication Precision,14.3333,17,14.3333/17,0.8431372549019608,84.3%
dev,B3,R3,3,Mean Candidate Tokens,16107,17,16107/17,947.4705882352941,947.5
dev,B3,R3,3,Mean Prompt Tokens,21278,17,21278/17,1251.6470588235295,1251.6
dev,B3,R3,5,Recall@K,16,17,16/17,0.9411764705882353,94.1%
dev,B3,R3,5,HN Presence Rate,13,17,13/17,0.7647058823529411,76.5%
dev,B3,R3,5,Mean First Target Rank,18,16,18/16,1.125,1.12
dev,B3,R3,5,Final Accepted Target Recall,16.0,17,16.0000/17,0.9411764705882353,94.1%
dev,B3,R3,5,Adjudication Precision,14.3333,17,14.3333/17,0.8431372549019608,84.3%
dev,B3,R3,5,Mean Candidate Tokens,26928,17,26928/17,1584.0,1584.0
dev,B3,R3,5,Mean Prompt Tokens,30408,17,30408/17,1788.7058823529412,1788.7
dev,B3,R3,8,Recall@K,17,17,17/17,1.0,100.0%
dev,B3,R3,8,HN Presence Rate,15,17,15/17,0.8823529411764706,88.2%
dev,B3,R3,8,Mean First Target Rank,25,17,25/17,1.4705882352941178,1.47
dev,B3,R3,8,Final Accepted Target Recall,16.0,17,16.0000/17,0.9411764705882353,94.1%
dev,B3,R3,8,Adjudication Precision,14.3333,17,14.3333/17,0.8431372549019608,84.3%
dev,B3,R3,8,Mean Candidate Tokens,40387,17,40387/17,2375.705882352941,2375.7
dev,B3,R3,8,Mean Prompt Tokens,42564,17,42564/17,2503.764705882353,2503.8
dev,B4,R0,3,Recall@K,17,17,17/17,1.0,100.0%
dev,B4,R0,3,HN Presence Rate,13,17,13/17,0.7647058823529411,76.5%
dev,B4,R0,3,Mean First Target Rank,17,17,17/17,1.0,1.00
dev,B4,R0,3,Final Accepted Target Recall,17.0,17,17.0000/17,1.0,100.0%
dev,B4,R0,3,Adjudication Precision,16.0,17,16.0000/17,0.9411764705882353,94.1%
dev,B4,R0,3,Mean Candidate Tokens,19766,17,19766/17,1162.7058823529412,1162.7
dev,B4,R0,3,Mean Prompt Tokens,24301,17,24301/17,1429.4705882352941,1429.5
dev,B4,R0,5,Recall@K,17,17,17/17,1.0,100.0%
dev,B4,R0,5,HN Presence Rate,16,17,16/17,0.9411764705882353,94.1%
dev,B4,R0,5,Mean First Target Rank,17,17,17/17,1.0,1.00
dev,B4,R0,5,Final Accepted Target Recall,17.0,17,17.0000/17,1.0,100.0%
dev,B4,R0,5,Adjudication Precision,15.3333,17,15.3333/17,0.9019607843137255,90.2%
dev,B4,R0,5,Mean Candidate Tokens,33203,17,33203/17,1953.1176470588234,1953.1
dev,B4,R0,5,Mean Prompt Tokens,34726,17,34726/17,2042.7058823529412,2042.7
dev,B4,R0,8,Recall@K,17,17,17/17,1.0,100.0%
dev,B4,R0,8,HN Presence Rate,16,17,16/17,0.9411764705882353,94.1%
dev,B4,R0,8,Mean First Target Rank,17,17,17/17,1.0,1.00
dev,B4,R0,8,Final Accepted Target Recall,17.0,17,17.0000/17,1.0,100.0%
dev,B4,R0,8,Adjudication Precision,14.3333,17,14.3333/17,0.8431372549019608,84.3%
dev,B4,R0,8,Mean Candidate Tokens,52985,17,52985/17,3116.764705882353,3116.8
dev,B4,R0,8,Mean Prompt Tokens,50625,17,50625/17,2977.9411764705883,2977.9
dev,B4,R1,3,Recall@K,15,17,15/17,0.8823529411764706,88.2%
dev,B4,R1,3,HN Presence Rate,10,17,10/17,0.5882352941176471,58.8%
dev,B4,R1,3,Mean First Target Rank,15,15,15/15,1.0,1.00
dev,B4,R1,3,Final Accepted Target Recall,15.0,17,15.0000/17,0.8823529411764706,88.2%
dev,B4,R1,3,Adjudication Precision,13.8333,17,13.8333/17,0.8137254901960784,81.4%
dev,B4,R1,3,Mean Candidate Tokens,20041,17,20041/17,1178.8823529411766,1178.9
dev,B4,R1,3,Mean Prompt Tokens,24494,17,24494/17,1440.8235294117646,1440.8
dev,B4,R1,5,Recall@K,17,17,17/17,1.0,100.0%
dev,B4,R1,5,HN Presence Rate,12,17,12/17,0.7058823529411765,70.6%
dev,B4,R1,5,Mean First Target Rank,24,17,24/17,1.411764705882353,1.41
dev,B4,R1,5,Final Accepted Target Recall,17.0,17,17.0000/17,1.0,100.0%
dev,B4,R1,5,Adjudication Precision,15.6667,17,15.6667/17,0.9215686274509803,92.2%
dev,B4,R1,5,Mean Candidate Tokens,33674,17,33674/17,1980.8235294117646,1980.8
dev,B4,R1,5,Mean Prompt Tokens,35000,17,35000/17,2058.823529411765,2058.8
dev,B4,R1,8,Recall@K,17,17,17/17,1.0,100.0%
dev,B4,R1,8,HN Presence Rate,14,17,14/17,0.8235294117647058,82.4%
dev,B4,R1,8,Mean First Target Rank,24,17,24/17,1.411764705882353,1.41
dev,B4,R1,8,Final Accepted Target Recall,17.0,17,17.0000/17,1.0,100.0%
dev,B4,R1,8,Adjudication Precision,14.2833,17,14.2833/17,0.8401960784313726,84.0%
dev,B4,R1,8,Mean Candidate Tokens,53368,17,53368/17,3139.294117647059,3139.3
dev,B4,R1,8,Mean Prompt Tokens,51118,17,51118/17,3006.9411764705883,3006.9
dev,B4,R2,3,Recall@K,17,17,17/17,1.0,100.0%
dev,B4,R2,3,HN Presence Rate,12,17,12/17,0.7058823529411765,70.6%
dev,B4,R2,3,Mean First Target Rank,18,17,18/17,1.0588235294117647,1.06
dev,B4,R2,3,Final Accepted Target Recall,17.0,17,17.0000/17,1.0,100.0%
dev,B4,R2,3,Adjudication Precision,15.3333,17,15.3333/17,0.9019607843137255,90.2%
dev,B4,R2,3,Mean Candidate Tokens,20037,17,20037/17,1178.6470588235295,1178.6
dev,B4,R2,3,Mean Prompt Tokens,24401,17,24401/17,1435.3529411764705,1435.4
dev,B4,R2,5,Recall@K,17,17,17/17,1.0,100.0%
dev,B4,R2,5,HN Presence Rate,15,17,15/17,0.8823529411764706,88.2%
dev,B4,R2,5,Mean First Target Rank,18,17,18/17,1.0588235294117647,1.06
dev,B4,R2,5,Final Accepted Target Recall,17.0,17,17.0000/17,1.0,100.0%
dev,B4,R2,5,Adjudication Precision,14.5,17,14.5000/17,0.8529411764705882,85.3%
dev,B4,R2,5,Mean Candidate Tokens,33301,17,33301/17,1958.8823529411766,1958.9
dev,B4,R2,5,Mean Prompt Tokens,34868,17,34868/17,2051.0588235294117,2051.1
dev,B4,R2,8,Recall@K,17,17,17/17,1.0,100.0%
dev,B4,R2,8,HN Presence Rate,16,17,16/17,0.9411764705882353,94.1%
dev,B4,R2,8,Mean First Target Rank,18,17,18/17,1.0588235294117647,1.06
dev,B4,R2,8,Final Accepted Target Recall,17.0,17,17.0000/17,1.0,100.0%
dev,B4,R2,8,Adjudication Precision,14.5,17,14.5000/17,0.8529411764705882,85.3%
dev,B4,R2,8,Mean Candidate Tokens,49948,17,49948/17,2938.1176470588234,2938.1
dev,B4,R2,8,Mean Prompt Tokens,48808,17,48808/17,2871.0588235294117,2871.1
dev,B4,R3,3,Recall@K,15,17,15/17,0.8823529411764706,88.2%
dev,B4,R3,3,HN Presence Rate,8,17,8/17,0.47058823529411764,47.1%
dev,B4,R3,3,Mean First Target Rank,15,15,15/15,1.0,1.00
dev,B4,R3,3,Final Accepted Target Recall,15.0,17,15.0000/17,0.8823529411764706,88.2%
dev,B4,R3,3,Adjudication Precision,13.8333,17,13.8333/17,0.8137254901960784,81.4%
dev,B4,R3,3,Mean Candidate Tokens,19962,17,19962/17,1174.235294117647,1174.2
dev,B4,R3,3,Mean Prompt Tokens,24474,17,24474/17,1439.6470588235295,1439.6
dev,B4,R3,5,Recall@K,16,17,16/17,0.9411764705882353,94.1%
dev,B4,R3,5,HN Presence Rate,12,17,12/17,0.7058823529411765,70.6%
dev,B4,R3,5,Mean First Target Rank,20,16,20/16,1.25,1.25
dev,B4,R3,5,Final Accepted Target Recall,16.0,17,16.0000/17,0.9411764705882353,94.1%
dev,B4,R3,5,Adjudication Precision,14.6667,17,14.6667/17,0.8627450980392156,86.3%
dev,B4,R3,5,Mean Candidate Tokens,33575,17,33575/17,1975.0,1975.0
dev,B4,R3,5,Mean Prompt Tokens,34973,17,34973/17,2057.235294117647,2057.2
dev,B4,R3,8,Recall@K,17,17,17/17,1.0,100.0%
dev,B4,R3,8,HN Presence Rate,14,17,14/17,0.8235294117647058,82.4%
dev,B4,R3,8,Mean First Target Rank,27,17,27/17,1.588235294117647,1.59
dev,B4,R3,8,Final Accepted Target Recall,16.0,17,16.0000/17,0.9411764705882353,94.1%
dev,B4,R3,8,Adjudication Precision,14.6667,17,14.6667/17,0.8627450980392156,86.3%
dev,B4,R3,8,Mean Candidate Tokens,50358,17,50358/17,2962.235294117647,2962.2
dev,B4,R3,8,Mean Prompt Tokens,48954,17,48954/17,2879.6470588235293,2879.6
